t1,t2,t3,ds1,ds2,ds3,df1,df2,df3,PhaseNoise,QuantEff,Bandwidth,MaxCurrent,DecayTime
198,1007,2000,8.00E+18,1.93E+15,1.00E+17,4.38E+17,2.28E+14,1.33E+17,-171.1011528,0.604999093,21.71814664,0.000440134,32.19044747
200,1004,1954,8.00E+18,1.81E+15,1.01E+17,5.02E+17,2.44E+14,1.83E+17,-171.113193,0.601648048,21.73767822,0.000439603,32.19044747
470,800,1022,3.00E+18,2.75E+15,8.88E+17,2.69E+18,7.72E+14,1.22E+17,-169.9666949,0.460849685,20.74003713,0.000412605,36.7349372
190,1005,2000,8.00E+18,1.67E+15,1.00E+17,4.98E+17,2.81E+14,1.92E+17,-171.1051472,0.603870182,21.7416324,0.000438402,32.19044747
500,1003,1000,1.58E+18,1.39E+15,2.48E+17,1.77E+18,1.06E+15,1.68E+18,-170.9264465,0.487495265,21.25895973,0.000460279,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
150,983,1980,3.19E+18,1.06E+15,1.84E+17,8.15E+17,1.97E+14,2.61E+17,-170.9112709,0.588482247,21.73074658,0.000423874,34.66559006
512,1081,993,1.74E+18,2.08E+15,2.02E+17,2.01E+18,1.02E+15,1.84E+18,-170.8992558,0.496332021,20.7918809,0.000477245,34.66559006
683,1500,1000,1.87E+18,1.31E+15,1.00E+17,1.82E+18,1.44E+14,3.53E+18,-169.4226081,0.525821246,15.36968901,0.000563359,43.84785047
745,1167,661,1.98E+18,1.79E+15,1.75E+17,1.20E+18,1.24E+14,1.00E+19,-170.2339592,0.443836474,18.80860949,0.00051614,40.010969
200,958,2000,5.86E+18,1.04E+15,1.01E+17,5.52E+17,1.25E+14,2.93E+17,-171.1078729,0.592380913,21.83597924,0.000427948,32.19044747
188,919,1625,6.73E+18,1.99E+15,7.50E+17,4.71E+17,1.96E+14,1.15E+17,-170.7453342,0.561641225,21.70380057,0.000417318,34.66559006
500,1003,1000,1.58E+18,1.39E+15,2.48E+17,1.77E+18,1.06E+15,1.68E+18,-170.9264465,0.487495265,21.25895973,0.000460279,34.66559006
506,1009,1000,1.58E+18,1.41E+15,2.46E+17,1.79E+18,1.07E+15,1.65E+18,-170.9228543,0.487862053,21.21788913,0.000462024,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
200,945,2000,6.86E+18,2.75E+15,1.00E+17,4.55E+17,2.87E+14,1.59E+17,-171.0386673,0.590537262,21.81429439,0.000425441,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
134,989,1681,2.28E+18,1.56E+15,5.23E+17,9.63E+17,1.85E+14,1.36E+17,-170.7583933,0.568378984,21.5955722,0.00042148,34.66559006
200,970,1995,5.95E+18,1.00E+15,1.00E+17,5.65E+17,1.28E+14,3.00E+17,-171.1240527,0.594854121,21.82736384,0.000430803,32.19044747
177,987,1920,5.85E+18,1.08E+15,1.00E+17,9.64E+17,1.24E+14,2.61E+17,-171.0933857,0.591048333,21.8109743,0.000430329,32.19044747
169,1022,1963,2.18E+18,2.80E+15,3.65E+17,5.91E+17,2.74E+14,1.62E+17,-170.8255323,0.59613091,21.43167296,0.000435324,34.66559006
198,970,2000,6.01E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.121662,0.595079142,21.82751468,0.000430555,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
200,1010,1987,7.24E+18,1.62E+15,1.05E+17,4.19E+17,2E+14,1.79E+17,-171.1084354,0.604657774,21.71800463,0.000440923,32.19044747
152,928,1500,2.80E+18,2.15E+15,5.55E+17,5.53E+17,4.12E+14,2.28E+17,-170.6893245,0.546794182,21.7101369,0.000410902,34.66559006
185,973,2000,3.65E+18,1.12E+15,1.33E+17,5.36E+17,1E+14,2.06E+17,-171.0177036,0.591979276,21.78526532,0.000427898,32.19044747
177,930,1784,2.33E+18,2.32E+15,4.37E+17,8.44E+17,2.66E+14,1.43E+17,-170.7209069,0.563677537,21.70802243,0.000413442,34.66559006
200,962,2000,6.07E+18,1.00E+15,1.00E+17,5.76E+17,1.24E+14,2.99E+17,-171.1168424,0.593378293,21.83450371,0.00042894,32.19044747
813,1438,584,8.66E+18,4.22E+14,7.50E+17,8.66E+18,7.50E+15,4.22E+17,-167.5526442,0.435545171,12.72500455,0.000559444,56.89711884
183,982,1958,6.16E+18,1.05E+15,1.00E+17,9.32E+17,1.29E+14,2.51E+17,-171.1012318,0.592919023,21.8165853,0.000430289,32.19044747
200,988,1997,8.00E+18,1.89E+15,1.00E+17,4.33E+17,2.5E+14,1.75E+17,-171.106727,0.600874221,21.77003447,0.000436043,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
194,959,1500,2.97E+18,2.36E+15,5.02E+17,3.13E+17,3.28E+14,1.83E+17,-170.8359357,0.558124427,21.65226367,0.000426219,34.66559006
196,996,1977,8.00E+18,1.31E+15,1.04E+17,4.22E+17,2.2E+14,1.89E+17,-171.1170245,0.601287003,21.76750055,0.000437337,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
210,967,1483,2.45E+18,1.67E+15,6.22E+17,4.79E+17,3.85E+14,1.45E+17,-170.8572355,0.556411548,21.64484525,0.000429084,34.66559006
200,987,2000,8.00E+18,1.93E+15,1.00E+17,4.35E+17,2.47E+14,1.75E+17,-171.1050772,0.600814849,21.77091501,0.000435807,32.19044747
199,975,1990,6.52E+18,1.03E+15,1.02E+17,5.89E+17,1.19E+14,2.98E+17,-171.1245108,0.596026855,21.81960964,0.000432036,32.19044747
200,961,1977,6.44E+18,1.00E+15,1.00E+17,5.88E+17,1.37E+14,3.00E+17,-171.1178649,0.592164976,21.83553623,0.000428834,32.19044747
164,987,1559,3.91E+18,2.66E+15,5.83E+17,3.98E+17,2.13E+14,2.85E+17,-170.8150226,0.567306523,21.56566928,0.000428536,34.66559006
186,913,2000,5.12E+18,1.00E+15,2.49E+17,8.84E+17,1.45E+14,3.00E+17,-170.8213348,0.578299138,21.79826749,0.000413681,34.66559006
200,967,2000,5.93E+18,1.00E+15,1.01E+17,5.66E+17,1.27E+14,3.00E+17,-171.1188951,0.594431654,21.82927112,0.000430085,32.19044747
500,1015,999,1.59E+18,1.35E+15,2.47E+17,1.76E+18,1.07E+15,1.68E+18,-170.9384727,0.489288353,21.2189598,0.000462904,34.66559006
200,994,2000,8.00E+18,1.26E+15,1.00E+17,4.21E+17,2.23E+14,1.90E+17,-171.130859,0.602395309,21.77755695,0.000437464,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
287,1016,1090,8.13E+17,8.71E+14,3.00E+18,3.00E+18,1.24E+15,2.01E+17,-170.7901345,0.499832027,21.44994411,0.000435401,34.66559006
198,957,1495,3.00E+18,2.35E+15,5.12E+17,3.09E+17,3.23E+14,1.74E+17,-170.838446,0.557620773,21.65531753,0.00042639,34.66559006
550,1075,1000,1.73E+18,1.81E+15,2.51E+17,1.92E+18,1.09E+15,1.84E+18,-170.8337143,0.49446716,20.6564469,0.000479594,34.66559006
148,928,1500,2.79E+18,2.33E+15,5.03E+17,5.07E+17,4.24E+14,2.30E+17,-170.687636,0.54680096,21.71110213,0.000410417,34.66559006
200,961,2000,3.58E+18,1.00E+15,1.00E+17,9.25E+17,1.12E+14,2.94E+17,-171.0846024,0.587621501,21.83774216,0.00042579,32.19044747
206,968,1469,2.95E+18,2.37E+15,4.96E+17,3.13E+17,3.31E+14,1.85E+17,-170.867925,0.558056616,21.63264778,0.000430128,34.66559006
198,959,1971,6.24E+18,1.00E+15,1.01E+17,5.75E+17,1.23E+14,3.00E+17,-171.1102708,0.591134811,21.83680914,0.000428003,32.19044747
201,967,1480,2.97E+18,2.41E+15,5.04E+17,3.15E+17,3.24E+14,1.80E+17,-170.8569846,0.558522555,21.63258301,0.000429156,34.66559006
500,1003,1000,1.58E+18,1.39E+15,2.47E+17,1.77E+18,1.06E+15,1.68E+18,-170.9267717,0.487495013,21.2595124,0.000460279,34.66559006
197,974,1953,4.06E+18,1.00E+15,2.16E+17,5.70E+17,1.24E+14,2.37E+17,-170.9732474,0.591163562,21.73259938,0.000430264,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
152,938,1500,2.80E+18,2.15E+15,5.10E+17,5.53E+17,4.12E+14,2.28E+17,-170.7188482,0.549038477,21.70141582,0.000413393,34.66559006
200,969,1997,5.97E+18,1.00E+15,1.00E+17,5.65E+17,1.27E+14,3.00E+17,-171.1232651,0.594756796,21.82832014,0.000430577,32.19044747
1063,688,347,4.87E+18,1.33E+14,2.37E+18,4.87E+18,2.37E+15,1.33E+17,-166.0645467,0.277066029,13.64470974,0.000432138,71.19927171
155,1005,2000,4.16E+18,1.46E+15,1.66E+17,9.35E+17,1E+14,3.00E+17,-170.5460779,0.594935574,21.0278446,0.000430182,35.16205959
198,970,2000,6.00E+18,1.00E+15,1.00E+17,5.59E+17,1.28E+14,3.00E+17,-171.1215918,0.59506589,21.82752487,0.000430548,32.19044747
200,967,1996,5.89E+18,1.00E+15,1.00E+17,5.65E+17,1.26E+14,3.00E+17,-171.1210185,0.594178011,21.83028504,0.000430065,32.19044747
195,997,1996,8.00E+18,1.35E+15,1.00E+17,4.25E+17,2.25E+14,1.90E+17,-171.1221612,0.60248111,21.76979901,0.000437415,32.19044747
193,999,1997,8.00E+18,1.35E+15,1.00E+17,4.39E+17,2.27E+14,1.87E+17,-171.1195603,0.602794295,21.76576985,0.000437559,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
223,898,1500,2.17E+18,2.06E+15,6.36E+17,4.20E+17,4.49E+14,2.14E+17,-170.7074248,0.543334381,21.7228057,0.000414289,34.66559006
209,956,1479,2.87E+18,2.31E+15,4.93E+17,3.18E+17,3.13E+14,1.82E+17,-170.855957,0.556365994,21.6614837,0.000427646,34.66559006
163,1150,971,8.38E+17,3.07E+15,1.53E+17,1.53E+17,1.63E+14,3.58E+17,-169.8975047,0.535872203,18.49938335,0.000466103,38.22642467
750,750,288,5.62E+18,3.16E+15,3.16E+17,5.62E+18,3.16E+15,3.16E+18,-167.9219222,0.298903651,16.79900835,0.000424988,51.90240564
194,996,2000,8.00E+18,1.35E+15,1.00E+17,4.27E+17,2.26E+14,1.90E+17,-171.1204176,0.602415463,21.77200348,0.000437034,32.19044747
200,907,1759,6.02E+18,2.27E+15,1.00E+17,4.08E+17,6E+14,2.08E+17,-170.9875092,0.56749766,21.8462087,0.000415868,32.19044747
368,1102,1348,1.80E+18,3.52E+15,1.76E+18,6.13E+17,1.95E+14,2.78E+17,-170.8709715,0.562866122,20.68524056,0.000475949,34.66559006
212,956,1500,2.87E+18,2.34E+15,4.98E+17,3.15E+17,3.29E+14,1.86E+17,-170.8586365,0.55815129,21.65829163,0.000428117,34.66559006
109,1002,1958,4.31E+18,1.21E+15,4.77E+17,1.00E+18,3.31E+14,2.46E+17,-170.7700563,0.59058164,21.56743036,0.000423084,34.66559006
200,989,1999,8.00E+18,1.91E+15,1.00E+17,4.34E+17,2.48E+14,1.75E+17,-171.1064819,0.601199485,21.76736816,0.000436274,32.19044747
164,928,1500,2.80E+18,2.15E+15,5.10E+17,5.53E+17,4.12E+14,2.28E+17,-170.7163887,0.547439693,21.71635538,0.000412754,34.66559006
200,994,2000,8.00E+18,1.26E+15,1.00E+17,4.21E+17,2.24E+14,1.91E+17,-171.130934,0.602395158,21.77761224,0.000437464,32.19044747
149,924,1500,2.72E+18,2.24E+15,5.03E+17,5.35E+17,4.33E+14,2.32E+17,-170.6789482,0.545614323,21.71851934,0.000409405,34.66559006
183,982,1928,7.08E+18,1.05E+15,1.00E+17,9.32E+17,1.29E+14,2.51E+17,-171.1074773,0.592082781,21.81726888,0.000430734,32.19044747
503,1027,994,1.73E+18,1.81E+15,2.51E+17,1.91E+18,1.07E+15,1.84E+18,-170.9101642,0.490253233,21.1037422,0.000465693,34.66559006
500,1025,1000,1.73E+18,1.81E+15,2.51E+17,1.92E+18,1.09E+15,1.84E+18,-170.9131994,0.490891359,21.12309277,0.000464963,34.66559006
197,960,1500,2.98E+18,2.40E+15,5.05E+17,3.09E+17,3.32E+14,1.86E+17,-170.8411106,0.558526147,21.64816579,0.000426935,34.66559006
200,939,1868,6.91E+18,1.00E+15,1.00E+17,5.57E+17,1E+14,2.84E+17,-171.0942958,0.581515243,21.84799266,0.0004238,32.19044747
152,928,1500,2.80E+18,2.26E+15,5.10E+17,5.53E+17,4.12E+14,2.28E+17,-170.6936554,0.546777524,21.71308753,0.000410896,34.66559006
200,970,1996,5.95E+18,1.00E+15,1.00E+17,5.66E+17,1.27E+14,3.00E+17,-171.1240378,0.594904489,21.82735934,0.000430801,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
173,979,1986,5.35E+18,2.71E+15,1.00E+17,4.07E+17,4.35E+14,1.78E+17,-171.0205587,0.594242556,21.76596591,0.000428766,32.19044747
152,928,1500,2.80E+18,2.37E+15,5.10E+17,5.53E+17,4.12E+14,2.28E+17,-170.6916586,0.546771517,21.71054755,0.000410891,34.66559006
875,1125,881,2.37E+18,1.78E+14,5.62E+17,7.50E+18,5.62E+15,1.78E+18,-169.762473,0.443567126,18.52921215,0.000504405,42.8920745
200,962,2000,6.07E+18,1.00E+15,1.00E+17,5.72E+17,1.24E+14,2.99E+17,-171.116904,0.593395713,21.83448216,0.00042895,32.19044747
200,966,1974,6.00E+18,1.00E+15,1.00E+17,5.86E+17,1.23E+14,3.00E+17,-171.1209539,0.592752844,21.83176548,0.000429823,32.19044747
197,960,1500,3.00E+18,2.40E+15,5.05E+17,3.09E+17,3.32E+14,1.86E+17,-170.8413766,0.558563034,21.64825901,0.000426951,34.66559006
502,995,990,1.58E+18,1.40E+15,2.44E+17,1.78E+18,1.06E+15,1.65E+18,-170.9150272,0.48477894,21.27840099,0.00045872,34.66559006
175,929,1823,3.18E+18,1.11E+15,1.71E+17,9.19E+17,1.5E+14,2.78E+17,-170.8785422,0.567765816,21.8215581,0.000413896,34.66559006
200,986,1899,7.78E+18,1.52E+15,1.00E+17,4.30E+17,2.07E+14,1.75E+17,-171.1204353,0.594732379,21.78842621,0.00043549,32.19044747
200,989,1962,6.12E+18,1.00E+15,1.00E+17,4.19E+17,1.04E+14,3.00E+17,-171.1396595,0.597980642,21.80168599,0.000435674,32.19044747
192,1002,1980,7.93E+18,1.76E+15,1.00E+17,4.40E+17,2.39E+14,1.92E+17,-171.1058448,0.602374836,21.74630233,0.000438077,32.19044747
200,996,1988,8.00E+18,1.54E+15,1.00E+17,4.19E+17,2.34E+14,1.76E+17,-171.1209991,0.60215646,21.76387657,0.000437923,32.19044747
195,997,2000,8.00E+18,1.34E+15,1.00E+17,4.25E+17,2.25E+14,1.90E+17,-171.1223744,0.602703902,21.76995806,0.000437416,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
1104,673,677,2.63E+18,9.63E+14,1.00E+17,1.09E+18,2.76E+15,6.09E+17,-166.4403731,0.363649573,13.8095842,0.000447425,66.96990182
200,994,1999,8.00E+18,1.26E+15,1.00E+17,4.21E+17,2.24E+14,1.90E+17,-171.1308654,0.602339619,21.77757682,0.000437464,32.19044747
200,970,1997,5.97E+18,1.00E+15,1.00E+17,5.65E+17,1.27E+14,3.00E+17,-171.1241446,0.594981753,21.82732423,0.000430813,32.19044747
200,992,1915,7.88E+18,1.73E+15,1.00E+17,4.14E+17,2.33E+14,1.75E+17,-171.1154994,0.597059456,21.76950862,0.000436947,32.19044747
500,1050,1000,1.73E+18,1.81E+15,2.51E+17,1.92E+18,1.09E+15,1.84E+18,-170.9211014,0.494400608,21.0075769,0.000470151,34.66559006
196,973,2000,6.20E+18,1.01E+15,1.04E+17,5.89E+17,1.46E+14,3.00E+17,-171.112847,0.595668532,21.82041896,0.00043099,32.19044747
110,976,2000,3.46E+18,1.29E+15,2.12E+17,9.55E+17,2.87E+14,2.46E+17,-170.8095673,0.58526415,21.71377913,0.000416313,34.66559006
147,1015,1420,3.00E+18,1.90E+15,6.52E+17,6.36E+17,3.74E+14,1.99E+17,-170.801939,0.558840027,21.48827591,0.000431216,34.66559006
195,989,2000,7.94E+18,1.56E+15,1.00E+17,4.51E+17,2.74E+14,1.74E+17,-171.1097376,0.600842766,21.77822367,0.00043549,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
105,919,1925,2.91E+18,1.50E+15,1.28E+17,9.29E+17,2.52E+14,3.00E+17,-170.7800204,0.565323912,21.84389579,0.000400584,32.19044747
500,985,1000,1.59E+18,1.59E+15,2.30E+17,1.76E+18,9.91E+14,1.66E+18,-170.6124964,0.484917387,20.68280583,0.000456635,37.2706487
510,991,1000,1.58E+18,1.52E+15,2.50E+17,1.79E+18,1.03E+15,1.64E+18,-170.8914616,0.484957613,21.24979659,0.000458581,34.66559006
200,945,2000,6.86E+18,2.67E+15,1.00E+17,4.55E+17,2.87E+14,1.59E+17,-171.0407834,0.590539218,21.8156095,0.000425442,32.19044747
152,928,1500,2.80E+18,2.15E+15,5.10E+17,5.53E+17,4.12E+14,2.28E+17,-170.6956564,0.546783763,21.71562464,0.0004109,34.66559006
531,984,1000,1.59E+18,1.55E+15,2.76E+17,1.83E+18,1.10E+15,1.64E+18,-170.8308697,0.482451836,21.16436878,0.000458942,34.66559006
199,965,1987,6.07E+18,1.02E+15,1.00E+17,5.82E+17,1.27E+14,3.00E+17,-171.1180888,0.593256068,21.8321175,0.000429484,32.19044747
198,967,2000,5.98E+18,1.01E+15,1.00E+17,5.71E+17,1.29E+14,3.00E+17,-171.1182716,0.594317631,21.83033187,0.000429799,32.19044747
152,918,1500,2.80E+18,2.15E+15,5.10E+17,5.53E+17,4.12E+14,2.28E+17,-170.6698309,0.544494541,21.72742165,0.000408388,34.66559006
199,965,1994,6.17E+18,1.00E+15,1.00E+17,5.91E+17,1.2E+14,3.00E+17,-170.7539993,0.591644367,21.47462225,0.00042877,35.16205959
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
501,1023,1000,1.74E+18,1.81E+15,2.52E+17,1.92E+18,1.09E+15,1.82E+18,-170.909322,0.490627855,21.12491126,0.00046468,34.66559006
500,1003,1000,1.58E+18,1.39E+15,2.49E+17,1.77E+18,1.06E+15,1.68E+18,-170.926123,0.487495517,21.25840997,0.000460279,34.66559006
199,997,1991,8.00E+18,1.27E+15,1.00E+17,4.23E+17,2.22E+14,1.90E+17,-171.13034,0.602467587,21.77167238,0.000438004,32.19044747
500,1029,1000,1.74E+18,1.79E+15,2.52E+17,1.93E+18,1.10E+15,1.82E+18,-170.9146065,0.491478021,21.10533837,0.000465804,34.66559006
200,976,2000,7.57E+18,2.03E+15,1.00E+17,5.06E+17,2.39E+14,1.62E+17,-171.0928911,0.597892232,21.78875707,0.000432962,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
177,980,1977,5.69E+18,2.64E+15,1.00E+17,4.19E+17,4.29E+14,1.76E+17,-171.0318433,0.594547497,21.76634138,0.000429748,32.19044747
207,959,1497,2.89E+18,2.45E+15,4.87E+17,3.23E+17,3.39E+14,1.95E+17,-170.8550902,0.558261332,21.65143723,0.000428051,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
501,1015,1000,1.58E+18,1.34E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9389515,0.489347178,21.21858514,0.000462995,34.66559006
200,960,1982,6.04E+18,1.01E+15,1.00E+17,5.77E+17,1.22E+14,2.99E+17,-171.1146528,0.591910974,21.83625135,0.000428442,32.19044747
206,954,1484,2.87E+18,2.38E+15,4.99E+17,3.20E+17,3.32E+14,1.89E+17,-170.8457107,0.55618907,21.66277964,0.000426711,34.66559006
500,1014,999,1.58E+18,1.34E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9396014,0.489128499,21.22581169,0.00046269,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
194,996,2000,8.00E+18,1.35E+15,1.00E+17,4.30E+17,2.27E+14,1.90E+17,-171.120401,0.602405819,21.77204569,0.000437028,32.19044747
195,997,1999,8.00E+18,1.35E+15,1.00E+17,4.25E+17,2.25E+14,1.90E+17,-171.1220761,0.602648062,21.76968433,0.000437416,32.19044747
200,977,2000,8.00E+18,2.31E+15,1.00E+17,4.94E+17,3.98E+14,1.64E+17,-171.0835761,0.598410422,21.77731563,0.000433357,32.19044747
161,927,1249,3.00E+18,2.47E+15,3.94E+17,6.04E+17,3.83E+14,2.26E+17,-170.7316383,0.527067265,21.7410276,0.000411923,34.66559006
198,970,1999,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.1217543,0.595037867,21.82752606,0.000430561,32.19044747
195,997,1998,8.00E+18,1.35E+15,1.00E+17,4.25E+17,2.25E+14,1.90E+17,-171.1221045,0.602592446,21.76972255,0.000437415,32.19044747
159,952,1831,3.22E+18,1.19E+15,2.94E+17,7.13E+17,1.18E+14,1.03E+17,-170.8170397,0.574151575,21.7318738,0.000417987,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
200,974,2000,8.00E+18,2.36E+15,1.00E+17,4.06E+17,2.35E+14,1.54E+17,-171.0829511,0.598042035,21.78185119,0.000432818,32.19044747
189,1024,1409,5.54E+18,1.17E+15,3.28E+17,9.81E+17,3.33E+14,1.25E+17,-170.9597203,0.563382877,21.56742916,0.00044049,34.66559006
153,1036,1644,3.51E+18,2.20E+15,1.91E+17,5.69E+17,1.32E+14,1.92E+17,-170.9075481,0.581290889,21.50453232,0.000437651,34.66559006
200,994,2000,8.00E+18,1.26E+15,1.00E+17,4.22E+17,2.23E+14,1.91E+17,-171.1309569,0.602391855,21.77764802,0.000437462,32.19044747
173,994,1933,5.81E+18,1.06E+15,1.00E+17,9.85E+17,1.36E+14,2.51E+17,-171.089876,0.592982972,21.79960542,0.000431338,32.19044747
200,945,1970,6.86E+18,2.75E+15,1.00E+17,4.55E+17,2.87E+14,1.59E+17,-171.0396747,0.588919092,21.8151614,0.000425432,32.19044747
183,987,1870,5.78E+18,1.13E+15,1.00E+17,8.65E+17,1.23E+14,2.60E+17,-171.1027688,0.588810042,21.81002395,0.000431371,32.19044747
200,987,1999,8.00E+18,1.92E+15,1.00E+17,4.35E+17,2.48E+14,1.75E+17,-171.1053894,0.600759644,21.77121689,0.000435807,32.19044747
200,970,1996,5.96E+18,1.00E+15,1.00E+17,5.65E+17,1.28E+14,3.00E+17,-171.1240882,0.594917941,21.82733914,0.000430808,32.19044747
196,992,1990,8.00E+18,1.31E+15,1.00E+17,4.29E+17,2.23E+14,1.89E+17,-171.1234339,0.601118098,21.7813245,0.000436394,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
459,1088,222,2.70E+18,2.12E+15,3.22E+17,7.53E+17,2.35E+14,3.98E+17,-170.9891341,0.367762512,20.86453767,0.000483061,34.66559006
197,960,1499,3.00E+18,2.41E+15,5.04E+17,3.11E+17,3.33E+14,1.85E+17,-170.8412281,0.558469841,21.64819865,0.000426941,34.66559006
125,938,1550,5.66E+18,2.28E+15,1.78E+17,7.40E+17,3.83E+14,2.28E+17,-170.810318,0.554174923,21.79426719,0.000410598,34.66559006
190,927,1953,6.50E+18,1.00E+15,1.00E+17,4.68E+17,1.12E+14,2.63E+17,-171.0563743,0.582760706,21.85071037,0.000419403,32.19044747
200,991,1999,8.00E+18,1.91E+15,1.00E+17,4.34E+17,2.48E+14,1.75E+17,-171.1071822,0.601634599,21.76310681,0.000436739,32.19044747
500,1003,1000,1.58E+18,1.40E+15,2.48E+17,1.77E+18,1.06E+15,1.68E+18,-170.9261197,0.48749402,21.25831043,0.000460278,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
500,1003,1000,1.58E+18,1.40E+15,2.47E+17,1.77E+18,1.07E+15,1.68E+18,-170.926263,0.487493419,21.25854125,0.000460278,34.66559006
200,962,1996,6.07E+18,1.00E+15,1.00E+17,5.76E+17,1.24E+14,2.99E+17,-171.1169327,0.593161199,21.83458016,0.000428939,32.19044747
500,1007,996,1.59E+18,1.43E+15,2.42E+17,1.79E+18,1.05E+15,1.65E+18,-170.930201,0.487484947,21.2462613,0.000461083,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
197,961,1837,7.84E+18,2.85E+15,1.00E+17,3.93E+17,3.09E+14,1.65E+17,-171.0594532,0.585564087,21.7977978,0.000429216,32.19044747
508,999,995,1.59E+18,1.39E+15,2.50E+17,1.79E+18,1.03E+15,1.66E+18,-170.9080606,0.485707826,21.24063054,0.000460148,34.66559006
100,900,1400,2.00E+18,1.00E+15,1.00E+17,3.00E+17,1E+14,1.00E+17,-170.4693515,0.526273825,21.67938444,0.000394061,35.16205959
172,1008,1456,7.66E+18,2.36E+15,2.21E+17,6.13E+17,1.48E+14,1.56E+17,-170.9508876,0.56646973,21.61629848,0.000435849,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
