t1,t2,t3,ds1,ds2,ds3,df1,df2,df3,PhaseNoise,QuantEff,Bandwidth,MaxCurrent,DecayTime
197,987,1989,8.00E+18,1.94E+15,1.04E+17,4.34E+17,2.38E+14,1.71E+17,-171.0927597,0.600021149,21.76544243,0.00043537,32.19044747
200,995,1998,7.99E+18,1.26E+15,1.01E+17,4.21E+17,2.25E+14,1.91E+17,-171.1291594,0.602496723,21.77410882,0.000437694,32.19044747
757,1283,1000,2.13E+18,2.85E+15,3.84E+17,1.00E+18,9.42E+14,5.11E+18,-169.8922586,0.513320113,17.13558963,0.000539415,43.38854403
194,996,2000,8.00E+18,1.35E+15,1.00E+17,4.28E+17,2.27E+14,1.90E+17,-171.1203973,0.602412238,21.77200586,0.000437032,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
184,1013,1874,8.00E+18,2.10E+15,1.00E+17,4.85E+17,3.25E+14,1.67E+17,-171.0812494,0.597671521,21.70621192,0.000439218,32.19044747
659,923,748,3.02E+18,2.72E+15,1.00E+17,1.89E+18,7.22E+14,1.00E+19,-169.9603618,0.436801037,19.90506212,0.000462109,40.010969
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
688,813,466,3.65E+18,7.5E+14,1.33E+17,1.15E+18,1.33E+14,7.50E+18,-169.2670331,0.377745433,18.91071793,0.000447618,42.356363
500,981,1000,1.56E+18,1.54E+15,2.50E+17,1.74E+18,9.94E+14,1.64E+18,-170.8960373,0.484226376,21.31473893,0.000455606,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
100,932,2000,2.57E+18,1.00E+15,2.57E+17,6.81E+17,3.63E+14,1.81E+17,-170.6797229,0.572445736,21.76255087,0.000403529,34.66559006
513,956,1000,1.54E+18,1.90E+15,2.79E+17,1.92E+18,1.10E+15,1.52E+18,-170.8058295,0.477977544,21.2908093,0.000450533,34.66559006
501,1014,1000,1.58E+18,1.33E+15,2.46E+17,1.76E+18,1.06E+15,1.66E+18,-170.9382844,0.489126651,21.22329567,0.000462742,34.66559006
200,962,1993,6.07E+18,1.00E+15,1.00E+17,5.76E+17,1.24E+14,2.99E+17,-171.1170004,0.592998017,21.83463751,0.000428938,32.19044747
199,999,1996,8.00E+18,1.63E+15,1.00E+17,4.57E+17,2.56E+14,1.81E+17,-171.11731,0.60305806,21.75489894,0.000438401,32.19044747
174,987,1945,5.89E+18,1.06E+15,1.05E+17,1.00E+18,1.25E+14,2.62E+17,-171.0783455,0.592207692,21.80502777,0.000429858,32.19044747
200,945,2000,6.86E+18,2.60E+15,1.00E+17,4.55E+17,2.87E+14,1.59E+17,-171.0426382,0.590541053,21.8167471,0.000425443,32.19044747
147,970,1906,5.42E+18,1.79E+15,3.92E+17,8.29E+17,2.32E+14,1.19E+17,-170.8078136,0.584640607,21.65908229,0.000421919,34.66559006
500,964,981,1.55E+18,1.54E+15,2.42E+17,1.81E+18,1.08E+15,1.56E+18,-170.8677453,0.478425646,21.35941682,0.000451549,34.66559006
500,1075,1000,1.73E+18,1.44E+15,2.51E+17,1.92E+18,1.09E+15,1.84E+18,-170.9307598,0.497802276,20.8999138,0.000475257,34.66559006
563,1188,822,1.54E+18,1.33E+15,2.37E+17,1.54E+18,2.37E+14,1.33E+18,-170.7509651,0.481281208,19.84110469,0.000502893,37.2706487
198,956,1500,2.97E+18,2.28E+15,5.17E+17,3.10E+17,3.32E+14,1.77E+17,-170.8371538,0.55773566,21.65851866,0.000426127,34.66559006
198,970,1999,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217415,0.595033557,21.82753361,0.000430559,32.19044747
195,998,2000,8.00E+18,1.35E+15,1.00E+17,4.25E+17,2.25E+14,1.90E+17,-171.1222827,0.602919604,21.76746718,0.000437647,32.19044747
500,782,1000,1.30E+18,1.62E+15,2.14E+17,1.62E+18,7.44E+14,1.04E+18,-170.1666935,0.446509165,21.22031258,0.000408407,36.7349372
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
200,945,1993,6.86E+18,2.75E+15,1.00E+17,4.55E+17,2.87E+14,1.59E+17,-171.0389024,0.590162455,21.81449671,0.000425439,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
200,945,1985,6.86E+18,2.75E+15,1.00E+17,4.55E+17,2.87E+14,1.59E+17,-171.039171,0.589732053,21.81472792,0.000425437,32.19044747
119,1015,2000,2.96E+18,1.18E+15,2.54E+17,1.00E+18,1.79E+14,2.34E+17,-170.8319465,0.59403794,21.58188867,0.000426557,34.66559006
969,969,852,5.23E+18,1.15E+15,1.54E+18,6.98E+18,8.66E+14,2.05E+17,-168.4069451,0.419556162,17.51607784,0.000483319,52.43811714
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
500,1015,1000,1.58E+18,1.34E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9404193,0.48940686,21.22220537,0.000462901,34.66559006
198,970,2000,6.00E+18,1.00E+15,1.00E+17,5.59E+17,1.28E+14,3.00E+17,-171.1215918,0.59506589,21.82752487,0.000430548,32.19044747
200,970,1997,5.97E+18,1.00E+15,1.00E+17,5.65E+17,1.27E+14,3.00E+17,-171.1241446,0.594981753,21.82732423,0.000430813,32.19044747
131,1041,1738,7.34E+18,1.41E+15,2.74E+17,9.28E+17,5.36E+14,1.41E+17,-170.8763126,0.590467764,21.46854017,0.000437041,34.66559006
556,993,931,1.77E+18,1.82E+15,2.07E+17,1.96E+18,9.74E+14,2.03E+18,-170.7781181,0.473292923,21.01333945,0.000463353,37.2706487
183,982,1868,6.16E+18,1.05E+15,1.00E+17,9.32E+17,1.29E+14,2.51E+17,-171.1034465,0.587746876,21.81900742,0.00043026,32.19044747
198,970,2000,6.01E+18,1.00E+15,1.01E+17,5.60E+17,1.28E+14,3.00E+17,-171.1194223,0.59507371,21.82656323,0.000430552,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
200,990,1981,8.00E+18,2.30E+15,1.00E+17,5.56E+17,2.69E+14,1.76E+17,-171.0947977,0.60000052,21.75633777,0.000436272,32.19044747
500,1002,1000,1.58E+18,1.39E+15,2.48E+17,1.77E+18,1.06E+15,1.68E+18,-170.9253691,0.487347809,21.26209411,0.000460067,34.66559006
197,973,1982,6.20E+18,1.03E+15,1.10E+17,5.76E+17,1.36E+14,3.00E+17,-171.1024663,0.594817052,21.81421294,0.000431173,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
502,977,1000,1.57E+18,1.53E+15,2.48E+17,1.80E+18,1.04E+15,1.67E+18,-170.8845015,0.483126308,21.31761889,0.000454721,34.66559006
100,879,1060,2.79E+18,1.43E+15,6.37E+17,8.33E+17,7.58E+14,1.69E+18,-170.4390657,0.495427558,21.76926249,0.000389111,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
300,1008,1500,3.00E+18,5.00E+15,4.14E+17,8.97E+17,7.31E+14,3.41E+17,-170.9110408,0.564513564,21.35480788,0.000448916,34.66559006
197,1001,2000,8.00E+18,1.32E+15,1.00E+17,4.30E+17,2.17E+14,1.90E+17,-171.126732,0.603678119,21.76154001,0.000438624,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
176,981,2000,5.50E+18,2.72E+15,1.00E+17,4.09E+17,4.41E+14,1.82E+17,-171.0268813,0.595823993,21.76096853,0.000429779,32.19044747
184,914,1981,4.56E+18,2.71E+15,1.65E+17,5.27E+17,4.53E+14,2.36E+17,-170.8469446,0.578146118,21.79856662,0.000414059,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
183,982,1928,6.16E+18,1.05E+15,1.00E+17,9.32E+17,1.29E+14,2.51E+17,-171.1019717,0.591228406,21.81739037,0.000430279,32.19044747
502,978,1000,1.57E+18,1.53E+15,2.48E+17,1.80E+18,1.05E+15,1.67E+18,-170.8859619,0.483279034,21.31504026,0.000454936,34.66559006
200,986,1999,8.00E+18,1.91E+15,1.00E+17,4.34E+17,2.48E+14,1.75E+17,-171.1052699,0.600544533,21.77347955,0.000435576,32.19044747
500,1017,1000,1.59E+18,1.33E+15,2.46E+17,1.76E+18,1.06E+15,1.68E+18,-170.9412343,0.489713222,21.21395716,0.000463326,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
168,953,1368,3.00E+18,2.03E+15,4.60E+17,3.22E+17,3.97E+14,1.92E+17,-170.7970852,0.544807774,21.6864789,0.000420517,34.66559006
182,994,1922,5.47E+18,1.05E+15,1.00E+17,9.32E+17,1.26E+14,2.72E+17,-171.1030952,0.592707596,21.79988281,0.000432557,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
145,1200,1500,1.31E+18,1.16E+15,2.59E+18,3.00E+18,4.3E+14,4.64E+17,-170.4700743,0.584960463,19.91843995,0.000465469,35.16205959
179,991,1885,5.85E+18,1.10E+15,1.11E+17,9.65E+17,1.33E+14,2.51E+17,-171.0762444,0.590050985,21.79053414,0.000431575,32.19044747
108,940,1822,3.59E+18,1.09E+15,2.13E+17,6.74E+17,5.83E+14,1.76E+17,-170.7499922,0.567873925,21.77693392,0.000407518,34.66559006
198,970,2000,6.01E+18,1.00E+15,1.00E+17,5.59E+17,1.28E+14,3.00E+17,-171.1216492,0.595074826,21.82752221,0.000430552,32.19044747
200,993,2000,8.00E+18,1.26E+15,1.00E+17,4.21E+17,2.22E+14,1.90E+17,-171.130556,0.602179327,21.77956134,0.000437233,32.19044747
158,985,1296,3.00E+18,2.01E+15,5.21E+17,2.70E+17,3.66E+14,1.82E+17,-170.815429,0.544916242,21.59772414,0.000426831,34.66559006
200,970,1985,5.98E+18,1.00E+15,1.00E+17,5.68E+17,1.27E+14,3.00E+17,-171.1244282,0.5943191,21.8276027,0.000430807,32.19044747
500,1075,1000,1.73E+18,1.81E+15,2.51E+17,1.92E+18,1.03E+15,1.84E+18,-170.9173971,0.497786496,20.8691048,0.000475256,34.66559006
109,1027,1531,6.44E+18,2.06E+15,9.31E+17,3.90E+17,2.9E+14,1.79E+17,-170.7468394,0.572738214,21.39056254,0.000430688,34.66559006
501,1016,1000,1.58E+18,1.34E+15,2.47E+17,1.75E+18,1.06E+15,1.67E+18,-170.9394062,0.489491802,21.21438391,0.000463205,34.66559006
334,988,1280,1.15E+18,7.99E+14,7.53E+17,1.76E+18,6.26E+14,1.70E+17,-170.9117479,0.52137965,21.59058026,0.000438332,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
183,982,1928,6.16E+18,1.05E+15,1.00E+17,9.32E+17,1.08E+14,2.51E+17,-171.1024214,0.591229342,21.81764056,0.00043028,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
732,959,1000,2.04E+18,1.63E+15,1.48E+17,1.61E+18,1.53E+15,1.02E+18,-170.0381413,0.471883743,19.85260053,0.000474187,40.010969
163,965,1500,2.80E+18,2.01E+15,7.35E+17,3.59E+17,3.17E+14,1.56E+17,-170.7711064,0.556810756,21.62397075,0.000422414,34.66559006
500,1016,996,1.58E+18,1.34E+15,2.47E+17,1.75E+18,1.04E+15,1.65E+18,-170.9412946,0.489016701,21.21895452,0.00046311,34.66559006
174,982,1999,5.68E+18,2.68E+15,1.01E+17,4.19E+17,4.21E+14,1.84E+17,-171.0252324,0.595950946,21.75950303,0.000429763,32.19044747
200,957,1993,5.64E+18,1.00E+15,1.00E+17,4.26E+17,1.06E+14,3.00E+17,-171.1116294,0.592152172,21.83772447,0.000427929,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
199,960,1489,3.00E+18,2.44E+15,5.08E+17,3.05E+17,3.36E+14,1.89E+17,-170.8435876,0.557848547,21.64685432,0.000427267,34.66559006
500,1003,1000,1.58E+18,1.40E+15,2.48E+17,1.77E+18,1.06E+15,1.68E+18,-170.9261197,0.48749402,21.25831043,0.000460278,34.66559006
600,882,1000,1.64E+18,2.57E+15,3.40E+17,1.38E+18,4.7E+14,1.65E+18,-170.3176134,0.467608842,20.68301493,0.000446236,36.7349372
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
500,1016,1000,1.59E+18,1.35E+15,2.47E+17,1.76E+18,1.06E+15,1.67E+18,-170.9394843,0.48956684,21.21569861,0.000463115,34.66559006
195,957,1473,2.93E+18,2.46E+15,4.88E+17,3.16E+17,3.29E+14,1.75E+17,-170.8340285,0.55558421,21.65651823,0.000425832,34.66559006
500,1002,991,1.55E+18,1.40E+15,2.42E+17,1.80E+18,1.07E+15,1.65E+18,-170.9290771,0.485627219,21.27267623,0.000459785,34.66559006
505,1017,998,1.59E+18,1.34E+15,2.46E+17,1.76E+18,1.07E+15,1.68E+18,-170.933233,0.489143761,21.19466433,0.000463792,34.66559006
198,970,1991,5.92E+18,1.00E+15,1.00E+17,5.73E+17,1.27E+14,3.00E+17,-171.121162,0.594440775,21.82785439,0.000430473,32.19044747
200,993,1998,8.00E+18,1.26E+15,1.00E+17,4.21E+17,2.22E+14,1.90E+17,-171.1306131,0.60206804,21.77963414,0.000437232,32.19044747
208,982,1373,3.00E+18,3.06E+15,4.62E+17,2.25E+17,2.21E+14,1.66E+17,-170.8787325,0.55378268,21.57327556,0.000434137,34.66559006
200,986,2000,4.61E+18,1.00E+15,1.00E+17,5.17E+17,1.07E+14,3.00E+17,-170.7402464,0.596031933,21.34837685,0.000433572,35.16205959
500,1003,1000,1.58E+18,1.39E+15,2.48E+17,1.77E+18,1.07E+15,1.68E+18,-170.9262649,0.487494911,21.25863831,0.000460279,34.66559006
200,973,1996,5.97E+18,1.00E+15,1.03E+17,5.67E+17,1.28E+14,3.00E+17,-171.1201473,0.595600355,21.82114038,0.000431522,32.19044747
198,970,2000,5.99E+18,1.00E+15,1.01E+17,5.61E+17,1.28E+14,3.00E+17,-171.1192942,0.595051476,21.8265761,0.00043054,32.19044747
122,933,1756,3.83E+18,1.36E+15,6.98E+17,3.36E+17,3.62E+14,2.71E+17,-170.6596776,0.56526176,21.69612114,0.000408855,34.66559006
500,1005,1000,1.58E+18,1.39E+15,2.48E+17,1.77E+18,1.06E+15,1.68E+18,-170.9285351,0.487789543,21.25258169,0.000460703,34.66559006
200,988,1991,8.00E+18,1.91E+15,1.00E+17,4.34E+17,2.48E+14,1.75E+17,-171.1063389,0.600537019,21.76975308,0.000436039,32.19044747
625,1375,644,4.22E+18,5.62E+15,1.78E+17,1.33E+18,1.78E+14,5.62E+17,-169.3128688,0.476915776,15.42151989,0.00055013,46.87544787
194,967,2000,4.40E+18,1.00E+15,1.01E+17,4.90E+17,1E+14,2.88E+17,-171.1007266,0.592737953,21.82975195,0.000428559,32.19044747
210,958,1487,2.82E+18,2.39E+15,4.92E+17,3.20E+17,3.26E+14,1.87E+17,-170.8579612,0.557311984,21.65439511,0.000428213,34.66559006
141,1017,1419,4.18E+18,1.11E+15,4.53E+17,8.93E+17,1.66E+14,2.20E+17,-170.8526505,0.559962469,21.56046493,0.000431244,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
164,988,2000,5.99E+18,1.00E+15,1.20E+17,1.00E+18,1.26E+14,2.63E+17,-171.0382038,0.594964561,21.78617764,0.000428729,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
501,1004,1000,1.58E+18,1.38E+15,2.50E+17,1.78E+18,1.06E+15,1.68E+18,-170.925499,0.487508672,21.25217823,0.000460544,34.66559006
200,938,2000,6.86E+18,2.75E+15,1.00E+17,4.55E+17,2.87E+14,1.59E+17,-171.0290011,0.588897706,21.82092111,0.000423752,32.19044747
723,1221,274,1.51E+18,9.05E+14,1.36E+18,1.70E+18,4.39E+14,2.20E+18,-170.3262039,0.357279315,18.6864112,0.000519094,40.50743853
207,958,1468,3.00E+18,2.33E+15,4.78E+17,3.08E+17,3.27E+14,1.79E+17,-170.8597709,0.556155595,21.6592236,0.000427978,34.66559006
199,960,1994,5.99E+18,1.00E+15,1.00E+17,5.75E+17,1.22E+14,2.99E+17,-171.1130867,0.592461186,21.83635507,0.000428278,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
500,1026,1000,1.74E+18,1.82E+15,2.50E+17,1.91E+18,1.09E+15,1.84E+18,-170.9130288,0.491185418,21.11628961,0.000465253,34.66559006
100,1050,2000,3.55E+18,1.27E+15,5.48E+17,1.00E+18,4.04E+14,2.75E+17,-170.7500647,0.602232775,21.32934256,0.000432743,34.66559006
198,970,2000,6.01E+18,1.00E+15,1.00E+17,5.59E+17,1.28E+14,3.00E+17,-171.1216492,0.595074826,21.82752221,0.000430552,32.19044747
193,969,1976,6.07E+18,1.03E+15,1.08E+17,5.73E+17,1.33E+14,3.00E+17,-171.0966792,0.593216951,21.82170439,0.000429577,32.19044747
200,949,2000,6.86E+18,2.75E+15,1.00E+17,4.55E+17,2.87E+14,1.59E+17,-171.0436734,0.59146697,21.80997815,0.000426403,32.19044747
143,919,1499,2.83E+18,2.29E+15,5.09E+17,5.48E+17,4.3E+14,2.25E+17,-170.6546034,0.544220439,21.72250156,0.000407272,34.66559006
225,972,1341,2.65E+18,2.64E+15,4.07E+17,3.19E+17,2.48E+14,1.08E+17,-170.9051238,0.54812617,21.63030078,0.000433487,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
197,959,1500,3.00E+18,2.40E+15,5.05E+17,3.09E+17,3.32E+14,1.86E+17,-170.8399093,0.558358082,21.65048546,0.000426714,34.66559006
200,970,1995,5.95E+18,1.00E+15,1.00E+17,5.66E+17,1.27E+14,3.00E+17,-171.1240601,0.594849765,21.82738098,0.0004308,32.19044747
500,1025,998,1.72E+18,1.79E+15,2.49E+17,1.92E+18,1.09E+15,1.82E+18,-170.9153642,0.490540361,21.12781581,0.000464919,34.66559006
502,999,997,1.57E+18,1.42E+15,2.52E+17,1.79E+18,1.05E+15,1.69E+18,-170.9173896,0.486135791,21.26334174,0.000459482,34.66559006
194,996,2000,8.00E+18,1.35E+15,1.00E+17,4.27E+17,2.26E+14,1.90E+17,-171.1204176,0.602415463,21.77200348,0.000437034,32.19044747
500,1006,1000,1.57E+18,1.41E+15,2.43E+17,1.79E+18,1.04E+15,1.71E+18,-170.9313225,0.487686262,21.25431223,0.000460778,34.66559006
200,994,1997,8.00E+18,1.29E+15,1.00E+17,4.31E+17,2.2E+14,1.89E+17,-171.1299363,0.602194236,21.77693032,0.000437444,32.19044747
183,999,2000,3.38E+18,1.17E+15,1.10E+17,9.67E+17,1.05E+14,3.00E+17,-171.0589743,0.594592448,21.77024408,0.00043202,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
586,1249,992,2.36E+18,1.48E+15,2.24E+17,1.97E+18,1.18E+15,1.43E+18,-170.4412978,0.514148455,18.77329219,0.000517131,37.76711823
200,1004,1936,7.67E+18,1.94E+15,1.01E+17,4.00E+17,2.66E+14,1.66E+17,-171.1057875,0.600763921,21.72929985,0.000439693,32.19044747
500,1015,1000,1.58E+18,1.34E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9404193,0.48940686,21.22220537,0.000462901,34.66559006
212,875,1088,2.65E+18,1.73E+15,4.49E+17,4.12E+17,3.21E+14,1.44E+18,-170.6752703,0.503707294,21.78746608,0.000407366,34.66559006
139,949,1709,2.77E+18,2.02E+15,1.04E+17,5.38E+17,1.36E+14,2.17E+17,-170.9369912,0.564507201,21.83485822,0.000414071,32.19044747
500,1015,1000,1.58E+18,1.34E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9404193,0.48940686,21.22220537,0.000462901,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
331,1200,1464,5.00E+17,2.11E+15,2.47E+18,1.96E+18,1.59E+14,1.78E+17,-170.5692832,0.564102996,19.88312893,0.000478669,37.76711823
200,963,1959,6.04E+18,1.04E+15,1.00E+17,5.77E+17,1.3E+14,3.00E+17,-171.1172786,0.5913179,21.83382189,0.000429146,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
200,962,1998,6.16E+18,1.00E+15,1.00E+17,5.75E+17,1.22E+14,3.00E+17,-171.1174818,0.593354234,21.83453325,0.000428984,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
181,966,1438,3.67E+18,2.44E+15,8.66E+17,5.08E+17,2.19E+14,2.44E+17,-170.79771,0.553814901,21.61589475,0.000425615,34.66559006
719,719,614,2.94E+18,3.65E+14,4.87E+18,1.24E+18,2.74E+15,6.49E+18,-168.3334487,0.38590467,16.91167662,0.000427067,48.56394489
157,924,1470,2.70E+18,2.32E+15,4.87E+17,4.95E+17,4.31E+14,2.31E+17,-170.6958644,0.544093156,21.71999131,0.000410758,34.66559006
200,1011,1973,6.71E+18,2.26E+15,1.00E+17,4.11E+17,2.4E+14,1.66E+17,-171.0926223,0.603757553,21.69743281,0.000440987,32.19044747
197,988,1999,8.00E+18,1.91E+15,1.00E+17,4.34E+17,2.48E+14,1.75E+17,-171.1021472,0.600783727,21.77015501,0.000435599,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.67E+18,-170.9415291,0.48955252,21.21925115,0.000463112,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.57E+17,1.28E+14,3.00E+17,-171.121732,0.595092362,21.82750445,0.000430562,32.19044747
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
200,988,1999,8.00E+18,1.91E+15,1.00E+17,4.34E+17,2.6E+14,1.75E+17,-171.1058263,0.600981478,21.76922639,0.000436041,32.19044747
200,1022,2000,4.66E+18,1.00E+15,1.00E+17,9.33E+17,1E+14,2.15E+17,-171.1221458,0.603194585,21.72986813,0.000441097,32.19044747
500,1075,1000,1.73E+18,1.81E+15,2.51E+17,1.92E+18,8.68E+14,1.84E+18,-170.9209293,0.497776657,20.8767177,0.000475247,34.66559006
200,989,2000,8.00E+18,1.66E+15,1.00E+17,4.81E+17,2.78E+14,1.72E+17,-171.1130751,0.601102335,21.77452611,0.000436187,32.19044747
500,1013,1000,1.58E+18,1.36E+15,2.46E+17,1.76E+18,1.06E+15,1.65E+18,-170.9379269,0.489037776,21.22843195,0.000462436,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
500,1016,1000,1.58E+18,1.33E+15,2.46E+17,1.75E+18,1.06E+15,1.66E+18,-170.9415569,0.489552561,21.21929939,0.000463112,34.66559006
696,1128,994,1.39E+18,2.97E+15,2.91E+17,1.18E+18,1.39E+15,1.61E+18,-170.4619873,0.494141873,19.40130182,0.000504011,37.2706487
116,980,1569,2.95E+18,2.53E+15,8.06E+17,3.62E+17,2.59E+14,1.67E+17,-170.6925997,0.562530036,21.54655295,0.000418896,34.66559006
1125,875,169,1.33E+18,5.62E+14,1.78E+18,4.22E+18,1.78E+15,5.62E+18,-168.4301198,0.239477419,17.31163298,0.000469931,52.43811714
152,928,1465,2.80E+18,2.15E+15,5.10E+17,5.53E+17,4.12E+14,2.28E+17,-170.6963811,0.544237038,21.71709637,0.000410884,34.66559006
194,996,1995,7.99E+18,1.35E+15,1.00E+17,4.32E+17,2.28E+14,1.90E+17,-171.1204873,0.602116142,21.77225573,0.00043702,32.19044747
500,1007,1000,1.59E+18,1.44E+15,2.48E+17,1.77E+18,1.04E+15,1.71E+18,-170.9282925,0.48817147,21.24119227,0.000461171,34.66559006
195,957,1492,2.94E+18,2.38E+15,5.01E+17,3.05E+17,3.31E+14,1.86E+17,-170.8342079,0.557160735,21.65597254,0.000425902,34.66559006
511,1095,972,1.83E+18,1.96E+15,2.49E+17,1.96E+18,1.22E+15,1.88E+18,-170.8708138,0.496337125,20.65180526,0.000480511,34.66559006
198,970,2000,6.02E+18,1.00E+15,1.00E+17,5.58E+17,1.28E+14,3.00E+17,-171.1217192,0.595088052,21.827512,0.000430559,32.19044747
100,800,1304,3.00E+18,5.00E+15,1.65E+17,2.77E+17,2.4E+14,3.34E+17,-170.2330313,0.498333461,21.83053807,0.00036867,34.66559006
